tr|Q56008|Q56008_STRSQ,WP_114930368.1,100.000,310,0,0,1,310,1,310,0.0,622,100.00
tr|Q56008|Q56008_STRSQ,WP_119823999.1,99.677,310,1,0,1,310,1,310,0.0,620,99.68
tr|Q56008|Q56008_STRSQ,WP_053561614.1,99.032,310,3,0,1,310,1,310,0.0,616,99.35
tr|Q56008|Q56008_STRSQ,WP_093752970.1,98.710,310,4,0,1,310,1,310,0.0,615,99.35
tr|Q56008|Q56008_STRSQ,WP_145498023.1,98.710,310,4,0,1,310,1,310,0.0,614,99.03
tr|Q56008|Q56008_STRSQ,WP_070203174.1,96.774,310,10,0,1,310,1,310,0.0,606,97.74
tr|Q56008|Q56008_STRSQ,WP_131545307.1,95.312,320,5,1,1,310,1,320,0.0,606,96.25
tr|Q56008|Q56008_STRSQ,WP_103421278.1,95.000,320,6,1,1,310,1,320,0.0,605,95.62
tr|Q56008|Q56008_STRSQ,WP_127466080.1,95.312,320,5,1,1,310,1,320,0.0,604,95.94
tr|Q56008|Q56008_STRSQ,WP_128838390.1,94.688,320,7,1,1,310,1,320,0.0,602,95.62
tr|Q56008|Q56008_STRSQ,WP_112491744.1,94.688,320,7,1,1,310,1,320,0.0,602,95.62
tr|Q56008|Q56008_STRSQ,WP_125622066.1,98.966,290,3,0,21,310,1,290,0.0,577,99.66
tr|Q56008|Q56008_STRSQ,WP_161278097.1,94.175,309,16,1,1,309,1,307,0.0,554,96.44
tr|Q56008|Q56008_STRSQ,WP_109166177.1,94.212,311,16,2,1,310,1,310,0.0,553,96.78
tr|Q56008|Q56008_STRSQ,WP_018512036.1,94.516,310,14,2,1,310,1,307,0.0,552,96.45
tr|Q56008|Q56008_STRSQ,WP_093686690.1,93.851,309,17,1,1,309,1,307,0.0,552,96.12
tr|Q56008|Q56008_STRSQ,WP_030564072.1,93.548,310,17,2,1,310,1,307,0.0,548,96.13
tr|Q56008|Q56008_STRSQ,WP_164237553.1,93.226,310,18,2,1,310,1,307,0.0,546,95.81
tr|Q56008|Q56008_STRSQ,WP_030805753.1,92.258,310,21,2,1,310,1,307,0.0,541,95.48
tr|Q56008|Q56008_STRSQ,WP_030583320.1,91.156,294,23,1,17,310,26,316,0.0,541,94.56
tr|Q56008|Q56008_STRSQ,WP_097893489.1,91.935,310,22,2,1,310,1,307,0.0,540,95.48
tr|Q56008|Q56008_STRSQ,WP_128863001.1,91.935,310,22,2,1,310,1,307,0.0,539,95.16
tr|Q56008|Q56008_STRSQ,RDL03568.1,92.208,308,21,2,3,310,20,324,0.0,536,95.45
tr|Q56008|Q56008_STRSQ,1JFR_A,100.000,262,0,0,49,310,1,262,0.0,532,100.00
tr|Q56008|Q56008_STRSQ,WP_019762493.1,98.859,263,3,0,48,310,1,263,0.0,530,99.62
tr|Q56008|Q56008_STRSQ,WP_028415648.1,94.516,310,17,0,1,310,1,310,0.0,527,96.45
tr|Q56008|Q56008_STRSQ,WP_084996074.1,94.194,310,18,0,1,310,1,310,0.0,523,96.13
tr|Q56008|Q56008_STRSQ,WP_097986389.1,88.125,320,24,3,1,310,1,316,0.0,522,91.56
tr|Q56008|Q56008_STRSQ,WP_030719063.1,87.812,320,25,3,1,310,1,316,0.0,521,91.25
tr|Q56008|Q56008_STRSQ,WP_097975444.1,87.500,320,26,3,1,310,1,316,0.0,519,91.25
tr|Q56008|Q56008_STRSQ,WP_161267637.1,94.516,310,14,2,1,310,1,307,0.0,514,96.45
tr|Q56008|Q56008_STRSQ,WP_097876341.1,86.250,320,30,3,1,310,1,316,0.0,513,90.31
tr|Q56008|Q56008_STRSQ,WP_164357257.1,91.318,311,23,2,1,310,1,308,0.0,512,94.86
tr|Q56008|Q56008_STRSQ,WP_151512857.1,91.935,310,23,1,1,310,1,308,0.0,511,95.81
tr|Q56008|Q56008_STRSQ,WP_031122037.1,91.318,311,23,2,1,310,1,308,0.0,511,94.86
tr|Q56008|Q56008_STRSQ,WP_118904926.1,91.156,294,23,1,17,310,26,316,0.0,511,95.24
tr|Q56008|Q56008_STRSQ,WP_032759472.1,90.997,311,24,2,1,310,1,308,0.0,511,95.18
tr|Q56008|Q56008_STRSQ,WP_107103564.1,87.097,310,37,1,1,310,1,307,0.0,511,91.94
tr|Q56008|Q56008_STRSQ,WP_128851417.1,91.613,310,24,1,1,310,1,308,0.0,510,95.81
tr|Q56008|Q56008_STRSQ,WP_015607958.1,90.675,311,25,2,1,310,1,308,2.03e-180,509,94.86
tr|Q56008|Q56008_STRSQ,RLV65956.1,93.548,310,17,2,1,310,1,307,2.82e-180,509,95.16
tr|Q56008|Q56008_STRSQ,WP_099127792.1,90.675,311,25,2,1,310,1,308,3.26e-180,509,95.18
tr|Q56008|Q56008_STRSQ,KQX28115.1,86.774,310,38,1,1,310,9,315,6.59e-180,508,91.94
tr|Q56008|Q56008_STRSQ,WP_136016661.1,94.516,310,17,0,1,310,1,310,2.41e-179,507,96.45
tr|Q56008|Q56008_STRSQ,WP_099220818.1,94.839,310,16,0,1,310,1,310,2.41e-179,507,96.77
tr|Q56008|Q56008_STRSQ,WP_165274276.1,94.516,310,17,0,1,310,1,310,2.63e-178,504,96.45
tr|Q56008|Q56008_STRSQ,WP_055562107.1,93.603,297,16,1,14,310,5,298,1.17e-177,502,96.30
tr|Q56008|Q56008_STRSQ,WP_136328404.1,83.051,295,46,2,16,310,4,294,2.30e-177,501,91.19
tr|Q56008|Q56008_STRSQ,WP_012381325.1,87.066,317,31,2,1,310,1,314,3.66e-177,501,91.80
tr|Q56008|Q56008_STRSQ,WP_148017849.1,83.390,295,45,2,16,310,4,294,7.18e-177,500,90.51
tr|Q56008|Q56008_STRSQ,WP_150175341.1,86.780,295,36,2,16,310,21,312,9.02e-177,500,90.17
tr|Q56008|Q56008_STRSQ,WP_150181884.1,86.102,295,38,2,16,310,21,312,1.43e-176,500,90.17
tr|Q56008|Q56008_STRSQ,WP_164613029.1,89.677,310,28,2,1,310,1,306,2.89e-176,499,94.19
tr|Q56008|Q56008_STRSQ,WP_145802214.1,79.936,314,56,3,1,310,1,311,1.35e-175,497,87.26
tr|Q56008|Q56008_STRSQ,WP_123469911.1,78.662,314,58,4,1,310,1,309,4.09e-175,496,87.58
tr|Q56008|Q56008_STRSQ,WP_030586638.1,89.355,310,29,2,1,310,1,306,5.27e-175,496,93.55
tr|Q56008|Q56008_STRSQ,WP_123526615.1,78.662,314,58,4,1,310,1,309,5.74e-175,496,87.26
tr|Q56008|Q56008_STRSQ,WP_041990772.1,81.633,294,53,1,17,310,8,300,7.40e-175,495,90.14
tr|Q56008|Q56008_STRSQ,ROQ70856.1,80.731,301,54,2,10,310,34,330,2.62e-174,495,88.70
tr|Q56008|Q56008_STRSQ,WP_164362206.1,91.186,295,23,1,16,310,18,309,2.66e-174,494,95.59
tr|Q56008|Q56008_STRSQ,WP_073725329.1,84.127,315,40,4,1,310,1,310,3.26e-174,494,89.84
tr|Q56008|Q56008_STRSQ,WP_073217739.1,88.435,294,30,2,17,310,26,315,4.35e-174,494,94.56
tr|Q56008|Q56008_STRSQ,WP_052863392.1,80.323,310,44,4,7,310,12,310,8.17e-174,493,87.10
tr|Q56008|Q56008_STRSQ,ROQ69662.1,80.731,301,54,2,10,310,34,330,1.12e-173,493,88.37
tr|Q56008|Q56008_STRSQ,WP_018486593.1,98.077,260,5,0,51,310,51,310,1.86e-173,492,99.23
tr|Q56008|Q56008_STRSQ,WP_097966792.1,87.419,310,36,1,1,310,9,315,2.77e-173,492,92.58
tr|Q56008|Q56008_STRSQ,WP_166628519.1,82.759,290,42,2,21,310,4,285,5.10e-173,490,89.31
tr|Q56008|Q56008_STRSQ,WP_073880346.1,92.364,275,18,1,36,310,33,304,1.14e-172,489,96.00
tr|Q56008|Q56008_STRSQ,WP_069737825.1,86.875,320,28,3,1,310,1,316,1.62e-172,490,91.25
tr|Q56008|Q56008_STRSQ,WP_018533121.1,81.973,294,49,1,17,310,5,294,3.17e-172,488,88.44
tr|Q56008|Q56008_STRSQ,WP_093684930.1,92.000,275,19,1,36,310,43,314,3.88e-172,489,96.73
tr|Q56008|Q56008_STRSQ,WP_097916080.1,86.120,317,27,3,1,310,1,307,4.82e-172,488,90.54
tr|Q56008|Q56008_STRSQ,WP_073867569.1,86.774,310,38,1,1,310,9,315,6.51e-172,488,91.61
tr|Q56008|Q56008_STRSQ,WP_098892924.1,86.120,317,27,3,1,310,1,307,7.47e-172,488,90.54
tr|Q56008|Q56008_STRSQ,WP_097869049.1,88.065,310,33,2,1,310,1,306,8.30e-172,488,92.58
tr|Q56008|Q56008_STRSQ,SDK08674.1,80.201,298,55,1,12,309,20,313,9.41e-172,488,88.26
tr|Q56008|Q56008_STRSQ,WP_158993144.1,87.085,271,32,1,40,310,21,288,9.61e-172,487,93.36
tr|Q56008|Q56008_STRSQ,RAJ90214.1,87.687,268,33,0,43,310,27,294,1.22e-171,487,93.28
tr|Q56008|Q56008_STRSQ,WP_093610010.1,83.392,283,45,1,29,309,3,285,1.26e-171,486,91.87
tr|Q56008|Q56008_STRSQ,WP_109178207.1,87.812,320,25,3,1,310,1,316,1.36e-171,488,91.25
tr|Q56008|Q56008_STRSQ,WP_097933805.1,86.120,317,27,3,1,310,9,315,1.56e-171,487,90.85
tr|Q56008|Q56008_STRSQ,WP_069757087.1,87.419,310,34,2,1,310,4,308,2.37e-171,486,92.58
tr|Q56008|Q56008_STRSQ,WP_037799604.1,78.846,312,62,2,1,310,1,310,2.41e-171,486,85.26
tr|Q56008|Q56008_STRSQ,WP_098898016.1,93.197,294,17,1,17,310,26,316,3.41e-171,486,96.26
tr|Q56008|Q56008_STRSQ,WP_111661753.1,87.687,268,33,0,43,310,36,303,3.61e-171,486,93.28
tr|Q56008|Q56008_STRSQ,WP_050358081.1,85.804,317,28,3,1,310,9,315,3.67e-171,486,90.85
tr|Q56008|Q56008_STRSQ,WP_073769306.1,92.000,275,19,1,36,310,38,309,4.02e-171,486,96.36
tr|Q56008|Q56008_STRSQ,WP_007449109.1,85.804,317,28,3,1,310,9,315,4.68e-171,486,90.54
tr|Q56008|Q56008_STRSQ,WP_100560089.1,92.857,294,18,1,17,310,26,316,5.23e-171,486,96.26
tr|Q56008|Q56008_STRSQ,WP_098026020.1,94.074,270,14,1,41,310,50,317,5.92e-171,486,97.41
tr|Q56008|Q56008_STRSQ,WP_099176207.1,79.299,314,57,3,1,310,1,310,7.21e-171,485,85.99
tr|Q56008|Q56008_STRSQ,KPL33996.1,85.804,317,28,3,1,310,9,315,7.25e-171,486,90.54
tr|Q56008|Q56008_STRSQ,WP_006123806.1,87.188,320,27,3,1,310,1,316,1.06e-170,485,91.88
tr|Q56008|Q56008_STRSQ,WP_097922486.1,87.662,308,28,2,1,308,9,306,1.09e-170,485,92.21
tr|Q56008|Q56008_STRSQ,WP_030555164.1,85.926,270,38,0,41,310,22,291,1.19e-170,484,94.07
tr|Q56008|Q56008_STRSQ,WP_014045377.1,81.210,314,52,2,1,310,1,311,1.35e-170,485,87.26
tr|Q56008|Q56008_STRSQ,WP_106434385.1,90.909,275,22,1,36,310,48,319,1.36e-170,485,96.36
tr|Q56008|Q56008_STRSQ,WP_107098112.1,87.050,278,34,1,33,310,65,340,1.46e-170,486,91.73
tr|Q56008|Q56008_STRSQ,WP_137232646.1,87.812,320,26,3,1,310,1,317,1.47e-170,485,91.56
tr|Q56008|Q56008_STRSQ,WP_164221010.1,80.303,330,35,3,1,310,9,328,1.59e-170,485,85.15
tr|Q6A0I4|Q6A0I4_THEFU,WP_011291330.1,100.000,301,0,0,1,301,1,301,0.0,615,100.00
tr|Q6A0I4|Q6A0I4_THEFU,PZN61876.1,99.336,301,2,0,1,301,1,301,0.0,612,99.67
tr|Q6A0I4|Q6A0I4_THEFU,WP_104613137.1,97.674,301,7,0,1,301,1,301,0.0,604,99.00
tr|Q6A0I4|Q6A0I4_THEFU,WP_016188393.1,93.023,301,21,0,1,301,1,301,0.0,545,95.68
tr|Q6A0I4|Q6A0I4_THEFU,AAZ54920.1,93.023,301,21,0,1,301,19,319,0.0,544,95.68
tr|Q6A0I4|Q6A0I4_THEFU,5LUI_A,100.000,261,0,0,41,301,2,262,0.0,541,100.00
tr|Q6A0I4|Q6A0I4_THEFU,ADV92526.1,100.000,261,0,0,41,301,2,262,0.0,541,100.00
tr|Q6A0I4|Q6A0I4_THEFU,5ZOA_A,100.000,261,0,0,41,301,1,261,0.0,541,100.00
tr|Q6A0I4|Q6A0I4_THEFU,ALF04778.1,100.000,261,0,0,41,301,1,261,0.0,541,100.00
tr|Q6A0I4|Q6A0I4_THEFU,4CG1_A,99.234,261,2,0,41,301,1,261,0.0,539,99.62
tr|Q6A0I4|Q6A0I4_THEFU,CBY05530.1,99.234,261,2,0,41,301,1,261,0.0,538,99.62
tr|Q6A0I4|Q6A0I4_THEFU,CDN67547.1,99.234,261,2,0,41,301,1,261,0.0,538,99.62
